Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
236,965.00,1.000,-10.362,1.0341188337170e+02,2.2288,68.6628,0.5505,13.5287,0.9124,0.0000,2.3528,0.0000,0.7233,0.0000,0.0000,2.5577,3.7358,3.4226,0.0000,3.5534,0.0000,0.0000,0.0000,0.0000,-1.7112305401952e+03,-1.3649651116547e+03,2.7966355331785e+02,4.6397376292227e+01,1.4166112517405e+02,5.4599317e-01,4.7837640e-02,2.2564033e-03,6.1590881e-03,0.0000000e+00,5.0238631e-02,0.0000000e+00,9.6458470e-03,0.0000000e+00,0.0000000e+00,3.2194006e-02,9.7219009e-06,7.8829994e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.3863753e-01,4.9275,6.3253478039090e+00,0.1828,-1.5259564049249e+02,-7.4120362638203e+01,6.3383998390117e+01,3.4600467061016e+01,1.9970121062145e+01,-1.8638261806877e+03,-1.4390854742929e+03, 3.4304755170797e+02, 8.0997843353243e+01, 1.6163124623619e+02, 4.7052101550998e-02,-3.5333661202998e-02, 5.8090560937280e-04, 4.3622965427491e-04, 6.0655519894496e-03,-7.8770434544365e-04, 1.3073049543247e-04, 1.6977346746558e-05
237,964.00,1.000,-10.378,1.0336132283157e+02,2.2285,68.6964,0.5465,13.5339,0.9024,0.0000,2.3224,0.0000,0.7223,0.0000,0.0000,2.5590,3.7376,3.4243,0.0000,3.5553,0.0000,0.0000,0.0000,0.0000,-1.7105913149107e+03,-1.3648941289091e+03,2.7943029220514e+02,4.6381361280292e+01,1.4158843969501e+02,5.4610310e-01,4.7625208e-02,2.2505352e-03,6.1137289e-03,0.0000000e+00,4.9719321e-02,0.0000000e+00,9.6462585e-03,0.0000000e+00,0.0000000e+00,3.2223162e-02,9.6603016e-06,7.8665950e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.3891482e-01,4.9392,6.3774803886506e+00,0.1845,-1.5291770862147e+02,-7.4400826223229e+01,6.3468861547417e+01,3.4569487197820e+01,2.0026059071005e+01,-1.8635090235322e+03,-1.4392949551323e+03, 3.4289915375256e+02, 8.0950848478112e+01, 1.6161449876601e+02, 4.7075507191850e-02,-3.5297069248358e-02, 5.8153197992209e-04, 4.3603087443737e-04, 6.0616358778772e-03,-7.8734542682724e-04, 1.3069120246914e-04, 1.6975470428070e-05
238,963.00,1.000,-10.394,1.0333321248930e+02,2.2284,68.7151,0.5442,13.5368,0.8970,0.0000,2.3049,0.0000,0.7217,0.0000,0.0000,2.5597,3.7387,3.4252,0.0000,3.5568,0.0000,0.0000,0.0000,0.0000,-1.7101208613204e+03,-1.3649217620925e+03,2.7925340713331e+02,4.6370393641463e+01,1.4154579218823e+02,5.4615103e-01,4.7546140e-02,2.2445679e-03,6.0914723e-03,0.0000000e+00,4.9441469e-02,0.0000000e+00,9.6482285e-03,0.0000000e+00,0.0000000e+00,3.2240447e-02,9.5967902e-06,7.8524356e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.3919295e-01,4.9489,6.4065183605862e+00,0.1855,-1.5306055938823e+02,-7.4562617521010e+01,6.3504883063030e+01,3.4531423186415e+01,2.0060087801815e+01,-1.8631814207086e+03,-1.4394843796135e+03, 3.4275829019634e+02, 8.0901816827878e+01, 1.6160587999004e+02, 4.7097564108763e-02,-3.5258164825714e-02, 5.8215706340644e-04, 4.3581425248740e-04, 6.0592785644802e-03,-7.8705193888748e-04, 1.3067127726650e-04, 1.6973156298240e-05
239,962.00,1.000,-10.410,1.0330531221225e+02,2.2284,68.7336,0.5419,13.5396,0.8917,0.0000,2.2874,0.0000,0.7211,0.0000,0.0000,2.5604,3.7397,3.4262,0.0000,3.5584,0.0000,0.0000,0.0000,0.0000,-1.7096522030956e+03,-1.3649502383862e+03,2.7907700660600e+02,4.6359474789563e+01,1.4150339969188e+02,5.4619841e-01,4.7468006e-02,2.2386065e-03,6.0692182e-03,0.0000000e+00,4.9164871e-02,0.0000000e+00,9.6502148e-03,0.0000000e+00,0.0000000e+00,3.2257655e-02,9.5335808e-06,7.8382986e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.3947199e-01,4.9586,6.4353395029409e+00,0.1866,-1.5320164250992e+02,-7.4723347943555e+01,6.3540390690651e+01,3.4493275518280e+01,2.0093961863818e+01,-1.8628538456055e+03,-1.4396735863298e+03, 3.4261739729665e+02, 8.0852750307843e+01, 1.6159736155570e+02, 4.7119693245410e-02,-3.5219221235469e-02, 5.8278404959638e-04, 4.3559707123596e-04, 6.0569320054514e-03,-7.8675895406329e-04, 1.3065143712143e-04, 1.6970834066490e-05
240,961.00,1.000,-10.426,1.0327762046385e+02,2.2283,68.7521,0.5397,13.5424,0.8865,0.0000,2.2701,0.0000,0.7206,0.0000,0.0000,2.5610,3.7407,3.4271,0.0000,3.5599,0.0000,0.0000,0.0000,0.0000,-1.7091853270351e+03,-1.3649795514095e+03,2.7890108627442e+02,4.6348604366605e+01,1.4146126018647e+02,5.4624523e-01,4.7390797e-02,2.2326509e-03,6.0469678e-03,0.0000000e+00,4.8889525e-02,0.0000000e+00,9.6522172e-03,0.0000000e+00,0.0000000e+00,3.2274787e-02,9.4706725e-06,7.8241840e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.3975195e-01,4.9683,6.4639453905728e+00,0.1876,-1.5334097187854e+02,-7.4883025398642e+01,6.3575388029995e+01,3.4455044576054e+01,2.0127683050358e+01,-1.8625262989136e+03,-1.4398625768081e+03, 3.4247647430442e+02, 8.0803648942658e+01, 1.6158894323682e+02, 4.7141894897762e-02,-3.5180238450873e-02, 5.8341294625464e-04, 4.3537932891915e-04, 6.0545961042160e-03,-7.8646646815663e-04, 1.3063168108204e-04, 1.6968503774912e-05
241,960.00,1.000,-10.442,1.0325013571840e+02,2.2282,68.7704,0.5374,13.5452,0.8812,0.0000,2.2529,0.0000,0.7200,0.0000,0.0000,2.5617,3.7417,3.4280,0.0000,3.5614,0.0000,0.0000,0.0000,0.0000,-1.7087202200426e+03,-1.3650096948344e+03,2.7872564181833e+02,4.6337782016901e+01,1.4141937166614e+02,5.4629152e-01,4.7314503e-02,2.2267013e-03,6.0247222e-03,0.0000000e+00,4.8615429e-02,0.0000000e+00,9.6542358e-03,0.0000000e+00,0.0000000e+00,3.2291845e-02,9.4080646e-06,7.8100917e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4003282e-01,4.9779,6.4923375874038e+00,0.1886,-1.5347856128059e+02,-7.5041657733747e+01,6.3609878655771e+01,3.4416730740636e+01,2.0161253147358e+01,-1.8621987813232e+03,-1.4400513525681e+03, 3.4233552047410e+02, 8.0754512757537e+01, 1.6158062481350e+02, 4.7164169365031e-02,-3.5141216445177e-02, 5.8404376120304e-04, 4.3516102376455e-04, 6.0522707645682e-03,-7.8617447696195e-04, 1.3061200819583e-04, 1.6966165464614e-05
242,959.00,1.000,-10.458,1.0322285646279e+02,2.2281,68.7885,0.5352,13.5480,0.8760,0.0000,2.2359,0.0000,0.7194,0.0000,0.0000,2.5624,3.7427,3.4289,0.0000,3.5629,0.0000,0.0000,0.0000,0.0000,-1.7082568691419e+03,-1.3650406623938e+03,2.7855066895107e+02,4.6327007387600e+01,1.4137773214117e+02,5.4633725e-01,4.7239116e-02,2.2207575e-03,6.0024828e-03,0.0000000e+00,4.8342581e-02,0.0000000e+00,9.6562706e-03,0.0000000e+00,0.0000000e+00,3.2308828e-02,9.3457565e-06,7.7960214e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4031461e-01,4.9876,6.5205176446992e+00,0.1897,-1.5361442438191e+02,-7.5199252726428e+01,6.3643866113120e+01,3.4378334390020e+01,2.0194673931422e+01,-1.8618712935238e+03,-1.4402399151202e+03, 3.4219453506419e+02, 8.0705341777620e+01, 1.6157240607259e+02, 4.7186516948924e-02,-3.5102155190806e-02, 5.8467650231808e-04, 4.3494215398442e-04, 6.0499558909231e-03,-7.8588297628623e-04, 1.3059241751373e-04, 1.6963819175952e-05
243,958.00,1.000,-10.474,1.0319578119447e+02,2.2281,68.8066,0.5330,13.5508,0.8708,0.0000,2.2189,0.0000,0.7189,0.0000,0.0000,2.5631,3.7436,3.4298,0.0000,3.5644,0.0000,0.0000,0.0000,0.0000,-1.7077952614573e+03,-1.3650724478711e+03,2.7837616341322e+02,4.6316280128013e+01,1.4133633963498e+02,5.4638245e-01,4.7164626e-02,2.2148197e-03,5.9802506e-03,0.0000000e+00,4.8070976e-02,0.0000000e+00,9.6583215e-03,0.0000000e+00,0.0000000e+00,3.2325737e-02,9.2837474e-06,7.7819731e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4059733e-01,4.9973,6.5484871030960e+00,0.1907,-1.5374857474694e+02,-7.5355818096399e+01,6.3677353923333e+01,3.4339855900800e+01,2.0227947172187e+01,-1.8615438362042e+03,-1.4404282659675e+03, 3.4205351733656e+02, 8.0656136028812e+01, 1.6156428680717e+02, 4.7208937954680e-02,-3.5063054660447e-02, 5.8531117753788e-04, 4.3472271778456e-04, 6.0476513879831e-03,-7.8559196192168e-04, 1.3057290808476e-04, 1.6961464948187e-05
244,957.00,1.000,-10.490,1.0316890842236e+02,2.2280,68.8245,0.5308,13.5535,0.8657,0.0000,2.2021,0.0000,0.7183,0.0000,0.0000,2.5637,3.7446,3.4307,0.0000,3.5660,0.0000,0.0000,0.0000,0.0000,-1.7073353842222e+03,-1.3651050451041e+03,2.7820212097556e+02,4.6305599889934e+01,1.4129519218550e+02,5.4642710e-01,4.7091025e-02,2.2088878e-03,5.9580268e-03,0.0000000e+00,4.7800614e-02,0.0000000e+00,9.6603885e-03,0.0000000e+00,0.0000000e+00,3.2342573e-02,9.2220366e-06,7.7679467e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4088098e-01,5.0070,6.5762474916859e+00,0.1917,-1.5388102583018e+02,-7.5511361500185e+01,6.3710345581144e+01,3.4301295647359e+01,2.0261074631258e+01,-1.8612164100524e+03,-1.4406164066043e+03, 3.4191246655670e+02, 8.0606895537292e+01, 1.6155626681676e+02, 4.7231432690473e-02,-3.5023914826407e-02, 5.8594779485858e-04, 4.3450271335909e-04, 6.0453571609121e-03,-7.8530142966097e-04, 1.3055347895895e-04, 1.6959102819693e-05
245,956.00,1.000,-10.506,1.0314223666670e+02,2.2279,68.8423,0.5287,13.5563,0.8606,0.0000,2.1854,0.0000,0.7178,0.0000,0.0000,2.5644,3.7456,3.4316,0.0000,3.5675,0.0000,0.0000,0.0000,0.0000,-1.7068772247784e+03,-1.3651384479854e+03,2.7802853743887e+02,4.6294966327645e+01,1.4125428784501e+02,5.4647123e-01,4.7018304e-02,2.2029620e-03,5.9358126e-03,0.0000000e+00,4.7531491e-02,0.0000000e+00,9.6624717e-03,0.0000000e+00,0.0000000e+00,3.2359337e-02,9.1606233e-06,7.7539419e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4116556e-01,5.0167,6.6038003281589e+00,0.1927,-1.5401179097727e+02,-7.5665890531887e+01,6.3742844554869e+01,3.4262654001770e+01,2.0294058062305e+01,-1.8608890157557e+03,-1.4408043385173e+03, 3.4177138199374e+02, 8.0557620329415e+01, 1.6154834590731e+02, 4.7254001467288e-02,-3.4984735660475e-02, 5.8658636233366e-04, 4.3428213888911e-04, 6.0430731153552e-03,-7.8501137530011e-04, 1.3053412918774e-04, 1.6956732828021e-05
246,955.00,1.000,-10.522,1.0311576445868e+02,2.2279,68.8600,0.5265,13.5590,0.8555,0.0000,2.1688,0.0000,0.7172,0.0000,0.0000,2.5651,3.7465,3.4325,0.0000,3.5690,0.0000,0.0000,0.0000,0.0000,-1.7064207705710e+03,-1.3651726504590e+03,2.7785540863257e+02,4.6284379097761e+01,1.4121362467956e+02,5.4651482e-01,4.6946454e-02,2.1970421e-03,5.9136090e-03,0.0000000e+00,4.7263604e-02,0.0000000e+00,9.6645711e-03,0.0000000e+00,0.0000000e+00,3.2376028e-02,9.0995069e-06,7.7399588e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4145108e-01,5.0263,6.6311471191681e+00,0.1938,-1.5414088342911e+02,-7.5819412725669e+01,6.3774854287640e+01,3.4223931334169e+01,2.0326899211556e+01,-1.8605616540002e+03,-1.4409920631846e+03, 3.4163026292021e+02, 8.0508310431931e+01, 1.6154052389112e+02, 4.7276644599217e-02,-3.4945517134214e-02, 5.8722688807622e-04, 4.3406099254512e-04, 6.0407991573521e-03,-7.8472179463086e-04, 1.3051485782261e-04, 1.6954355009784e-05
247,954.00,1.000,-10.538,1.0308949034070e+02,2.2278,68.8775,0.5244,13.5617,0.8504,0.0000,2.1523,0.0000,0.7167,0.0000,0.0000,2.5657,3.7475,3.4333,0.0000,3.5705,0.0000,0.0000,0.0000,0.0000,-1.7059660091516e+03,-1.3652076465222e+03,2.7768273041554e+02,4.6273837859328e+01,1.4117320076939e+02,5.4655789e-01,4.6875467e-02,2.1911282e-03,5.8914172e-03,0.0000000e+00,4.6996951e-02,0.0000000e+00,9.6666866e-03,0.0000000e+00,0.0000000e+00,3.2392648e-02,9.0386865e-06,7.7259971e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4173753e-01,5.0360,6.6582893600851e+00,0.1948,-1.5426831631969e+02,-7.5971935554417e+01,6.3806378196647e+01,3.4185128012494e+01,2.0359599817524e+01,-1.8602343254713e+03,-1.4411795820766e+03, 3.4148910861219e+02, 8.0458965871821e+01, 1.6153280058692e+02, 4.7299362403255e-02,-3.4906259218731e-02, 5.8786938025785e-04, 4.3383927248506e-04, 6.0385351933938e-03,-7.8443268344593e-04, 1.3049566391599e-04, 1.6951969400736e-05
248,953.00,1.000,-10.554,1.0306341286623e+02,2.2278,68.8949,0.5223,13.5643,0.8453,0.0000,2.1359,0.0000,0.7161,0.0000,0.0000,2.5664,3.7484,3.4342,0.0000,3.5720,0.0000,0.0000,0.0000,0.0000,-1.7055129281755e+03,-1.3652434302244e+03,2.7751049867561e+02,4.6263342273758e+01,1.4113301420866e+02,5.4660043e-01,4.6805334e-02,2.1852203e-03,5.8692383e-03,0.0000000e+00,4.6731529e-02,0.0000000e+00,9.6688182e-03,0.0000000e+00,0.0000000e+00,3.2409196e-02,8.9781615e-06,7.7120567e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4202493e-01,5.0457,6.6852285351144e+00,0.1958,-1.5439410267776e+02,-7.6123466430647e+01,6.3837419673614e+01,3.4146244402627e+01,2.0392161611184e+01,-1.8599070308533e+03,-1.4413668966551e+03, 3.4134791834922e+02, 8.0409586676384e+01, 1.6152517581984e+02, 4.7322155199432e-02,-3.4866961884796e-02, 5.8851384710986e-04, 4.3361697685527e-04, 6.0362811303856e-03,-7.8414403753561e-04, 1.3047654652071e-04, 1.6949576035720e-05
249,952.00,1.000,-10.570,1.0303753059929e+02,2.2277,68.9123,0.5202,13.5670,0.8403,0.0000,2.1197,0.0000,0.7156,0.0000,0.0000,2.5670,3.7494,3.4351,0.0000,3.5735,0.0000,0.0000,0.0000,0.0000,-1.7050615153985e+03,-1.3652799956648e+03,2.7733870932845e+02,4.6252892004755e+01,1.4109306310484e+02,5.4664245e-01,4.6736047e-02,2.1793185e-03,5.8470733e-03,0.0000000e+00,4.6467336e-02,0.0000000e+00,9.6709660e-03,0.0000000e+00,0.0000000e+00,3.2425675e-02,8.9179312e-06,7.6981376e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4231328e-01,5.0554,6.7119661178121e+00,0.1968,-1.5451825543073e+02,-7.6274012709256e+01,6.3867982085668e+01,3.4107280868382e+01,2.0424586316434e+01,-1.8595797708292e+03,-1.4415540083740e+03, 3.4120669141412e+02, 8.0360172873136e+01, 1.6151764942127e+02, 4.7345023310670e-02,-3.4827625102699e-02, 5.8916029692237e-04, 4.3339410378921e-04, 6.0340368756486e-03,-7.8385585269048e-04, 1.3045750469027e-04, 1.6947174948756e-05
250,951.00,1.000,-10.587,1.0301184211491e+02,2.2276,68.9294,0.5181,13.5696,0.8353,0.0000,2.1035,0.0000,0.7151,0.0000,0.0000,2.5677,3.7503,3.4359,0.0000,3.5750,0.0000,0.0000,0.0000,0.0000,-1.7046117586787e+03,-1.3653173369935e+03,2.7716735831821e+02,4.6242486718339e+01,1.4105334557923e+02,5.4668395e-01,4.6667598e-02,2.1734228e-03,5.8249234e-03,0.0000000e+00,4.6204367e-02,0.0000000e+00,9.6731299e-03,0.0000000e+00,0.0000000e+00,3.2442083e-02,8.8579948e-06,7.6842396e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4260258e-01,5.0651,6.7385035706410e+00,0.1978,-1.5464078740257e+02,-7.6423581685723e+01,6.3898068774951e+01,3.4068237771680e+01,2.0456875649835e+01,-1.8592525460813e+03,-1.4417409186792e+03, 3.4106542709316e+02, 8.0310724490020e+01, 1.6151022122907e+02, 4.7367967063088e-02,-3.4788248842519e-02, 5.8980873804686e-04, 4.3317065140961e-04, 6.0318023368777e-03,-7.8356812469488e-04, 1.3043853747782e-04, 1.6944766172882e-05
251,950.00,1.000,-10.603,1.0298634599894e+02,2.2276,68.9465,0.5160,13.5723,0.8304,0.0000,2.0875,0.0000,0.7145,0.0000,0.0000,2.5683,3.7513,3.4368,0.0000,3.5765,0.0000,0.0000,0.0000,0.0000,-1.7041636459778e+03,-1.3653554484124e+03,2.7699644161823e+02,4.6232126082999e+01,1.4101385976695e+02,5.4672494e-01,4.6599979e-02,2.1675332e-03,5.8027894e-03,0.0000000e+00,4.5942621e-02,0.0000000e+00,9.6753101e-03,0.0000000e+00,0.0000000e+00,3.2458423e-02,8.7983515e-06,7.6703625e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4289284e-01,5.0748,6.7648423451229e+00,0.1988,-1.5476171131256e+02,-7.6572180595978e+01,6.3927683057661e+01,3.4029115471750e+01,2.0489031320415e+01,-1.8589253572903e+03,-1.4419276290084e+03, 3.4092412467589e+02, 8.0261241554749e+01, 1.6150289108737e+02, 4.7390986785133e-02,-3.4748833073263e-02, 5.9045917889030e-04, 4.3294661782126e-04, 6.0295774223147e-03,-7.8328084934685e-04, 1.3041964393958e-04, 1.6942349740539e-05
252,949.00,1.000,-10.619,1.0296104084765e+02,2.2275,68.9634,0.5140,13.5749,0.8254,0.0000,2.0716,0.0000,0.7140,0.0000,0.0000,2.5689,3.7522,3.4376,0.0000,3.5780,0.0000,0.0000,0.0000,0.0000,-1.7037171653518e+03,-1.3653943241702e+03,2.7682595522778e+02,4.6221809769244e+01,1.4097460381593e+02,5.4676541e-01,4.6533181e-02,2.1616497e-03,5.7806725e-03,0.0000000e+00,4.5682095e-02,0.0000000e+00,9.6775064e-03,0.0000000e+00,0.0000000e+00,3.2474693e-02,8.7390007e-06,7.6565063e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4318405e-01,5.0844,6.7909838823027e+00,0.1998,-1.5488103978412e+02,-7.6719816620989e+01,6.3956828227371e+01,3.3989914326726e+01,2.0521055030788e+01,-1.8585982051360e+03,-1.4421141407912e+03, 3.4078278345515e+02, 8.0211724095970e+01, 1.6149565884672e+02, 4.7414082809143e-02,-3.4709377764387e-02, 5.9111162792629e-04, 4.3272200112366e-04, 6.0273620403935e-03,-7.8299402242126e-04, 1.3040082312839e-04, 1.6939925682924e-05
253,948.00,1.000,-10.635,1.0293592526805e+02,2.2275,68.9803,0.5120,13.5774,0.8205,0.0000,2.0558,0.0000,0.7135,0.0000,0.0000,2.5695,3.7531,3.4385,0.0000,3.5795,0.0000,0.0000,0.0000,0.0000,-1.7032723049604e+03,-1.3654339585667e+03,2.7665589517557e+02,4.6211537450103e+01,1.4093557588791e+02,5.4680538e-01,4.6467197e-02,2.1557724e-03,5.7585737e-03,0.0000000e+00,4.5422785e-02,0.0000000e+00,9.6797189e-03,0.0000000e+00,0.0000000e+00,3.2490896e-02,8.6799417e-06,7.6426708e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4347623e-01,5.0941,6.8169296123241e+00,0.2008,-1.5499878533609e+02,-7.6866496882325e+01,6.3985507551438e+01,3.3950634691765e+01,2.0552948476012e+01,-1.8582710902965e+03,-1.4423004554491e+03, 3.4064140272701e+02, 8.0162172141868e+01, 1.6148852436393e+02, 4.7437255469488e-02,-3.4669882883952e-02, 5.9176609368238e-04, 4.3249679939553e-04, 6.0251561001519e-03,-7.8270763971340e-04, 1.3038207410125e-04, 1.6937494030761e-05
254,947.00,1.000,-10.652,1.0291099787758e+02,2.2274,68.9970,0.5099,13.5800,0.8156,0.0000,2.0401,0.0000,0.7130,0.0000,0.0000,2.5702,3.7540,3.4393,0.0000,3.5809,0.0000,0.0000,0.0000,0.0000,-1.7028290530585e+03,-1.3654743459493e+03,2.7648625751685e+02,4.6201308800739e+01,1.4089677415763e+02,5.4684485e-01,4.6402018e-02,2.1499012e-03,5.7364940e-03,0.0000000e+00,4.5164689e-02,0.0000000e+00,9.6819476e-03,0.0000000e+00,0.0000000e+00,3.2507030e-02,8.6211736e-06,7.6288559e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4376937e-01,5.1038,6.8426809548271e+00,0.2018,-1.5511496039029e+02,-7.7012228446116e+01,6.4013724273861e+01,3.3911276920425e+01,2.0584713344549e+01,-1.8579440134488e+03,-1.4424865743954e+03, 3.4049998179071e+02, 8.0112585721165e+01, 1.6148148750218e+02, 4.7460505103917e-02,-3.4630348399936e-02, 5.9242258474973e-04, 4.3227101070572e-04, 6.0229595109256e-03,-7.8242169700723e-04, 1.3036339591378e-04, 1.6935054813744e-05
255,946.00,1.000,-10.668,1.0288625730410e+02,2.2274,69.0136,0.5079,13.5826,0.8108,0.0000,2.0245,0.0000,0.7124,0.0000,0.0000,2.5708,3.7549,3.4401,0.0000,3.5824,0.0000,0.0000,0.0000,0.0000,-1.7023873979985e+03,-1.3655154807133e+03,2.7631703833421e+02,4.6191123498568e+01,1.4085819681292e+02,5.4688381e-01,4.6337638e-02,2.1440361e-03,5.7144344e-03,0.0000000e+00,4.4907803e-02,0.0000000e+00,9.6841925e-03,0.0000000e+00,0.0000000e+00,3.2523098e-02,8.5626957e-06,7.6150615e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4406349e-01,5.1135,6.8682393189223e+00,0.2028,-1.5522957727007e+02,-7.7157018322419e+01,6.4041481614503e+01,3.3871841364165e+01,2.0616351318061e+01,-1.8576169752686e+03,-1.4426724990358e+03, 3.4035851994872e+02, 8.0062964862733e+01, 1.6147454813098e+02, 4.7483832053049e-02,-3.4590774279720e-02, 5.9308110977978e-04, 4.3204463310878e-04, 6.0207721824553e-03,-7.8213619008721e-04, 1.3034478762228e-04, 1.6932608060756e-05
256,945.00,1.000,-10.685,1.0286170218578e+02,2.2274,69.0300,0.5059,13.5851,0.8060,0.0000,2.0090,0.0000,0.7119,0.0000,0.0000,2.5714,3.7558,3.4409,0.0000,3.5839,0.0000,0.0000,0.0000,0.0000,-1.7019473282287e+03,-1.3655573573016e+03,2.7614823373732e+02,4.6180981223240e+01,1.4081984205464e+02,5.4692227e-01,4.6274049e-02,2.1381773e-03,5.6923958e-03,0.0000000e+00,4.4652125e-02,0.0000000e+00,9.6864536e-03,0.0000000e+00,0.0000000e+00,3.2539099e-02,8.5045074e-06,7.6012875e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4435858e-01,5.1232,6.8936061032857e+00,0.2038,-1.5534264820119e+02,-7.7300873465799e+01,6.4068782769242e+01,3.3832328372305e+01,2.0647864071506e+01,-1.8572899764299e+03,-1.4428582307674e+03, 3.4021701650656e+02, 8.0013309595544e+01, 1.6146770612615e+02, 4.7507236660311e-02,-3.4551160490010e-02, 5.9374167748408e-04, 4.3181766464432e-04, 6.0185940248930e-03,-7.8185111473951e-04, 1.3032624828388e-04, 1.6930153799895e-05
257,944.00,1.000,-10.701,1.0283733117104e+02,2.2273,69.0464,0.5040,13.5876,0.8012,0.0000,1.9936,0.0000,0.7114,0.0000,0.0000,2.5720,3.7567,3.4418,0.0000,3.5854,0.0000,0.0000,0.0000,0.0000,-1.7015088322923e+03,-1.3655999702037e+03,2.7597983986244e+02,4.6170881656587e+01,1.4078170809651e+02,5.4696024e-01,4.6211243e-02,2.1323247e-03,5.6703791e-03,0.0000000e+00,4.4397651e-02,0.0000000e+00,9.6887310e-03,0.0000000e+00,0.0000000e+00,3.2555034e-02,8.4466079e-06,7.5875337e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4465465e-01,5.1329,6.9187826962367e+00,0.2047,-1.5545418531329e+02,-7.7443800776106e+01,6.4095630910431e+01,3.3792738292211e+01,2.0679253273306e+01,-1.8569630176056e+03,-1.4430437709798e+03, 3.4007547077287e+02, 7.9963619948798e+01, 1.6146096136981e+02, 4.7530719272122e-02,-3.4511506997005e-02, 5.9440429663585e-04, 4.3159010333828e-04, 6.0164249487577e-03,-7.8156646674770e-04, 1.3030777695577e-04, 1.6927692058403e-05
